"country","year","iso_code","population","gdp","biofuel_cons_change_pct","biofuel_cons_change_twh","biofuel_cons_per_capita","biofuel_consumption","biofuel_elec_per_capita","biofuel_electricity","biofuel_share_elec","biofuel_share_energy","carbon_intensity_elec","coal_cons_change_pct","coal_cons_change_twh","coal_cons_per_capita","coal_consumption","coal_elec_per_capita","coal_electricity","coal_prod_change_pct","coal_prod_change_twh","coal_prod_per_capita","coal_production","coal_share_elec","coal_share_energy","electricity_demand","electricity_generation","electricity_share_energy","energy_cons_change_pct","energy_cons_change_twh","energy_per_capita","energy_per_gdp","fossil_cons_change_pct","fossil_cons_change_twh","fossil_elec_per_capita","fossil_electricity","fossil_energy_per_capita","fossil_fuel_consumption","fossil_share_elec","fossil_share_energy","gas_cons_change_pct","gas_cons_change_twh","gas_consumption","gas_elec_per_capita","gas_electricity","gas_energy_per_capita","gas_prod_change_pct","gas_prod_change_twh","gas_prod_per_capita","gas_production","gas_share_elec","gas_share_energy","greenhouse_gas_emissions","hydro_cons_change_pct","hydro_cons_change_twh","hydro_consumption","hydro_elec_per_capita","hydro_electricity","hydro_energy_per_capita","hydro_share_elec","hydro_share_energy","low_carbon_cons_change_pct","low_carbon_cons_change_twh","low_carbon_consumption","low_carbon_elec_per_capita","low_carbon_electricity","low_carbon_energy_per_capita","low_carbon_share_elec","low_carbon_share_energy","net_elec_imports","net_elec_imports_share_demand","nuclear_cons_change_pct","nuclear_cons_change_twh","nuclear_consumption","nuclear_elec_per_capita","nuclear_electricity","nuclear_energy_per_capita","nuclear_share_elec","nuclear_share_energy","oil_cons_change_pct","oil_cons_change_twh","oil_consumption","oil_elec_per_capita","oil_electricity","oil_energy_per_capita","oil_prod_change_pct","oil_prod_change_twh","oil_prod_per_capita","oil_production","oil_share_elec","oil_share_energy","other_renewable_consumption","other_renewable_electricity","other_renewable_exc_biofuel_electricity","other_renewables_cons_change_pct","other_renewables_cons_change_twh","other_renewables_elec_per_capita","other_renewables_elec_per_capita_exc_biofuel","other_renewables_energy_per_capita","other_renewables_share_elec","other_renewables_share_elec_exc_biofuel","other_renewables_share_energy","per_capita_electricity","primary_energy_consumption","renewables_cons_change_pct","renewables_cons_change_twh","renewables_consumption","renewables_elec_per_capita","renewables_electricity","renewables_energy_per_capita","renewables_share_elec","renewables_share_energy","solar_cons_change_pct","solar_cons_change_twh","solar_consumption","solar_elec_per_capita","solar_electricity","solar_energy_per_capita","solar_share_elec","solar_share_energy","wind_cons_change_pct","wind_cons_change_twh","wind_consumption","wind_elec_per_capita","wind_electricity","wind_energy_per_capita","wind_share_elec","wind_share_energy"
"Canada",2009,"CAN",33593920,1361508171776,-3.847,-0.357,265.864,8.931,253.32,8.51,1.43,0.24,173.508,-16.452,-55.152,8337.173,280.078,2337.03,78.51,-6.874,-28.454,11474.597,385.477,13.192,7.534,561.51,595.13,16.008,-3.917,-151.569,110665.805,2.731,-4.545,-113.905,3862.604,129.76,71202.664,2391.977,21.804,64.34,-3.043,-28.163,897.275,1248.738,41.95,26709.455,-6.872,-114.408,46154.43,1550.508,7.049,24.135,103.26,-2.331,-31.125,1029.638,10863.87,364.96,30649.529,61.324,27.696,-2.258,-37.665,1325.722,13852.804,465.37,39463.152,78.196,35.66,-33.62,-5.987,-6.175,-17.365,239.755,2534.089,85.13,7136.86,14.304,6.449,-2.457,-30.589,1214.623,276.836,9.3,36156.031,-0.057,-1.017,53020.418,1781.164,1.563,32.671,28.545,8.54,0.03,12.07,3.074,254.213,0.893,849.703,1.435,0.005,0.768,17715.408,3717.698,-1.322,-20.299,1085.967,11318.715,380.24,32326.289,63.892,29.211,211.429,0.206,0.304,2.977,0.1,9.061,0.017,0.008,75.31,7.902,18.548,197.655,6.64,552.13,1.116,0.499
"Canada",2010,"CAN",33963416,1407421775872,16.538,1.477,306.462,10.408,277.357,9.42,1.619,0.277,175.467,2.466,6.907,8449.835,286.985,2262.729,76.85,6.883,26.532,12130.962,412.009,13.209,7.648,556.12,581.82,15.505,0.936,34.781,110485.93,2.666,3.228,77.219,3830.003,130.08,72701.617,2469.195,22.357,65.802,2.056,18.446,915.721,1381.486,46.92,26961.98,-3.521,-54.597,44044.77,1495.911,8.064,24.403,102.09,-4.693,-54.342,975.296,10242.491,347.87,28716.08,59.79,25.991,-2.419,-42.438,1283.284,13300.781,451.74,37784.305,77.643,34.198,-25.7,-4.621,0.629,0.029,239.784,2518.298,85.53,7060.056,14.7,6.39,4.27,51.866,1266.489,185.788,6.31,37289.805,4.883,86.968,55004.227,1868.131,1.085,33.751,32.872,9.45,0.03,15.159,4.327,278.241,0.883,967.862,1.624,0.005,0.876,17130.787,3752.479,-3.112,-42.466,1043.5,10782.484,366.21,30724.25,62.942,27.808,134.455,0.405,0.709,7.361,0.25,20.885,0.043,0.019,31.356,5.666,24.215,254.391,8.64,712.964,1.485,0.645
"Canada",2011,"CAN",34323536,1455579594752,61.271,6.377,489.05,16.786,270.66,9.29,1.519,0.431,165.255,-9.847,-28.259,7537.863,258.726,2056.315,70.58,0.107,0.441,12016.543,412.45,11.541,6.644,574.98,611.54,15.705,3.771,141.502,113449.32,2.675,2.559,63.195,3825.364,131.3,73780,2532.39,21.47,65.033,9.805,89.787,1005.508,1609.391,55.24,29294.998,0.99,14.802,44013.918,1510.713,9.033,25.822,101.06,6.927,61.196,1036.492,10837.171,371.97,30197.703,60.825,26.618,7.498,78.307,1361.592,13991.564,480.24,39669.328,78.53,34.967,-36.56,-6.358,3.232,6.242,246.025,2572.287,88.29,7167.829,14.437,6.318,0.132,1.667,1268.156,159.657,5.48,36947.137,5.914,110.49,57646.199,1978.621,0.896,32.567,32.604,9.32,0.03,-0.814,-0.267,271.534,0.874,949.916,1.524,0.005,0.837,17816.93,3893.982,8.506,72.066,1115.566,11419.278,391.95,32501.496,64.092,28.648,123.715,0.868,1.577,16.607,0.57,45.95,0.093,0.041,16.785,3.892,28.107,293.967,10.09,818.877,1.65,0.722
"Canada",2012,"CAN",34691876,1479801044992,30.502,5.12,631.445,21.906,288.828,10.02,1.637,0.561,155.275,-5.147,-13.316,7073.982,245.41,1786.585,61.98,0.575,2.373,11957.354,414.823,10.123,6.283,565.29,612.27,15.676,0.305,11.862,112586.703,2.639,-0.286,-7.251,3580.089,124.2,72787.633,2525.139,20.285,64.65,-1.121,-11.273,994.235,1629.2,56.52,28659.021,-0.507,-7.661,43325.762,1503.052,9.231,25.455,95.07,1.209,6.176,1042.668,10851.531,376.46,30055.105,61.486,26.695,2.579,19.113,1380.705,14068.712,488.07,39799.074,79.715,35.35,-46.98,-8.311,1.36,1.836,247.861,2579.566,89.49,7144.64,14.616,6.346,1.367,17.338,1285.495,164.304,5.7,37054.625,7.513,148.656,61319.188,2127.278,0.931,32.912,34.839,10.05,0.03,6.854,2.235,289.693,0.865,1004.245,1.641,0.005,0.892,17648.801,3905.844,2.853,17.277,1132.844,11489.145,398.58,32654.436,65.099,29.004,54.064,0.838,2.415,25.078,0.87,69.616,0.142,0.062,11.021,2.909,31.015,322.842,11.2,894.024,1.829,0.794
"Canada",2013,"CAN",35063696,1514897276928,-1.978,-0.433,612.393,21.473,289.188,10.14,1.59,0.537,149.499,-2.475,-6.073,6825.774,239.337,1797.871,63.04,2.16,8.958,12086.044,423.781,9.885,5.985,586.85,637.73,15.947,2.386,93.208,114051.086,2.64,1.834,46.318,3504.194,122.87,73336.75,2571.458,19.267,64.302,6.052,60.172,1054.407,1536.632,53.88,30071.188,1.075,16.151,43326.961,1519.203,8.449,26.366,95.34,3.03,25.12,1067.788,11061.868,387.87,30452.816,60.82,26.701,3.885,46.891,1427.595,14683.563,514.86,40714.336,80.733,35.698,-50.88,-8.67,9.042,20.784,268.645,2782.935,97.58,7661.622,15.301,6.718,-0.605,-7.781,1277.714,169.691,5.95,36439.789,6.832,145.336,64813.875,2272.614,0.933,31.95,35.228,10.15,0.01,1.116,0.389,289.473,0.285,1004.684,1.592,0.002,0.881,18187.756,3999.052,2.742,26.107,1158.95,11900.628,417.28,33052.715,65.432,28.981,70.184,1.67,4.085,42.209,1.48,116.513,0.232,0.102,-1.468,-0.639,30.376,507.077,17.78,866.309,2.788,0.76
"Canada",2014,"CAN",35404616,1552197222400,3.179,0.683,625.78,22.155,254.487,9.01,1.416,0.553,147.589,-4.904,-11.738,6428.521,227.599,1721.527,60.95,-0.761,-3.224,11878.59,420.557,9.582,5.679,588.76,636.09,15.872,0.217,8.694,113198.414,2.582,1.136,29.213,3467.062,122.75,73455.703,2600.671,19.298,64.891,4.174,44.008,1098.415,1624.929,57.53,31024.635,4.655,70.713,44907.027,1589.916,9.044,27.407,93.88,-2.371,-31.555,1036.234,10695.78,378.68,29268.32,59.532,25.856,-0.693,-20.52,1407.075,14499.239,513.34,39742.711,80.702,35.109,-47.33,-8.039,3.713,8.307,276.951,2858.667,101.21,7822.464,15.911,6.91,-0.239,-3.057,1274.656,120.606,4.27,36002.543,7.352,167.093,68909.281,2439.707,0.671,31.805,31.268,9.03,0.02,-11.24,-3.959,255.052,0.565,883.174,1.42,0.003,0.78,17966.303,4007.746,-1.728,-28.826,1130.124,11640.573,412.13,31920.246,64.791,28.198,41.442,1.658,5.744,59.314,2.1,162.234,0.33,0.143,14.998,4.347,34.723,630.426,22.32,980.739,3.509,0.866
"Canada",2015,"CAN",35732120,1565171122176,-6.095,-1.35,582.253,20.805,258.871,9.25,1.448,0.516,147.664,0.598,1.36,6407.659,228.959,1609.756,57.52,-9.877,-41.54,10607.186,379.017,9.002,5.676,576.77,638.95,15.84,0.652,26.115,112891.758,2.577,0.369,9.592,3517.843,125.7,73050.875,2610.263,19.673,64.709,0.447,4.909,1103.324,1777.392,63.51,30877.666,1.11,17.641,44989.121,1607.557,9.94,27.352,94.35,-0.081,-6.998,1029.236,10589.072,378.37,28804.221,59.217,25.515,1.497,16.524,1423.599,14363.827,513.25,39840.879,80.327,35.291,-62.18,-10.781,-5.1,-15.69,261.261,2688.058,96.05,7311.664,15.032,6.477,0.261,3.323,1277.979,130.695,4.67,35765.547,3.002,73.239,70327.359,2512.946,0.731,31.681,31.881,9.26,0.01,1.959,0.613,259.151,0.28,892.226,1.449,0.002,0.79,17881.67,4033.862,3.134,32.214,1162.338,11675.77,417.2,32529.217,65.295,28.815,36.541,2.052,7.796,80.32,2.87,218.18,0.449,0.193,110.394,37.897,72.62,747.227,26.7,2032.338,4.179,1.8
"Canada",2016,"CAN",36113532,1586146836480,-3.588,-0.746,555.434,20.059,294.349,10.63,1.648,0.504,144.849,-6.928,-15.861,5900.776,213.098,1614.076,58.29,0.419,1.586,10539.086,380.604,9.039,5.356,581.08,644.88,16.207,-1.36,-54.844,110180.789,2.509,-2.748,-71.733,3387.927,122.35,70293.039,2538.53,18.973,63.798,-4.659,-51.398,1051.926,1650.074,59.59,29128.307,2.663,42.806,45699.285,1650.363,9.24,26.437,93.41,0.848,2.581,1031.817,10566.122,381.58,28571.479,59.171,25.931,1.58,16.888,1440.487,14469.093,522.53,39887.746,81.027,36.202,-63.8,-10.98,-0.373,-2.515,258.746,2649.699,95.69,7164.793,14.838,6.503,-0.35,-4.473,1273.506,123.776,4.47,35263.957,1.282,32.221,70476.812,2545.167,0.693,32.006,36.262,10.65,0.02,13.741,4.381,294.903,0.554,1004.109,1.651,0.003,0.911,17857.018,3979.017,2.025,19.404,1181.741,11819.393,426.84,32722.955,66.189,29.699,39.288,2.999,10.795,110.485,3.99,298.91,0.619,0.271,14.71,10.189,82.809,847.882,30.62,2293.022,4.748,2.081
"Canada",2017,"CAN",36554344,1636443488256,17.931,3.597,647.132,23.655,274.66,10.04,1.557,0.586,136.777,3.992,8.507,6062.338,221.605,1522.117,55.64,-2.907,-11.066,10109.271,369.538,8.63,5.486,582.55,644.7,15.959,1.523,60.588,110509.586,2.469,1.633,41.458,3110.437,113.7,70579.516,2579.988,17.636,63.867,4.363,45.892,1097.818,1489.289,54.44,30032.484,3.776,62.322,46853.109,1712.685,8.444,27.176,88.18,2.375,18.295,1050.112,10686.555,390.64,28727.408,60.593,25.995,2.268,19.13,1459.618,14526.317,531,39930.078,82.364,36.133,-62.15,-10.669,-0.128,-1.851,256.895,2614.464,95.57,7027.762,14.824,6.359,-1.016,-12.941,1260.565,99.031,3.62,34484.688,8.124,206.769,75283.406,2751.936,0.562,31.205,35.578,10.05,0.01,-1.887,-0.684,274.933,0.274,973.285,1.559,0.002,0.881,17636.754,4039.605,2.802,20.981,1202.723,11911.854,435.43,32902.316,67.54,29.773,-11.373,-1.284,9.511,96.842,3.54,260.181,0.549,0.235,1.877,1.058,83.867,853.524,31.2,2294.307,4.839,2.076
"Canada",2018,"CAN",37035260,1669401542656,3.286,0.777,659.715,24.433,262.993,9.74,1.532,0.599,132.696,-17.997,-39.882,4906.745,181.723,1262.311,46.75,-8.151,-30.122,9164.674,339.416,7.352,4.458,587.68,635.89,15.601,0.903,36.469,110059.281,2.442,2.499,64.468,3036.836,112.47,71403.742,2644.456,17.687,64.878,5.85,64.227,1162.044,1678.67,62.17,31376.705,3.216,55.083,47732.031,1767.768,9.777,28.509,84.38,-2.203,-29.141,1020.97,10315.035,382.02,27567.516,60.076,25.048,-1.222,-28,1431.618,14133.018,523.42,38655.531,82.313,35.122,-48.21,-8.203,-0.56,-2.933,253.962,2565.933,95.03,6857.303,14.944,6.231,3.183,40.124,1300.689,95.855,3.55,35120.293,8.926,245.639,80938.406,2997.575,0.558,31.91,33.651,9.76,0.02,-5.416,-1.927,263.533,0.54,908.619,1.535,0.003,0.826,17169.855,4076.074,-1.365,-25.067,1177.656,11567.086,428.39,31798.229,67.369,28.892,6.246,0.535,10.046,101.525,3.76,271.248,0.591,0.246,6.212,4.689,88.556,886.992,32.85,2391.129,5.166,2.173
"Canada",2019,"CAN",37522584,,1.472,0.36,660.732,24.792,251.848,9.45,1.505,0.612,130.94,-6.353,-11.544,4535.365,170.179,1169.696,43.89,-1.417,-4.809,8917.488,334.607,6.99,4.2,580.91,627.92,15.498,-0.598,-24.357,107980.758,,-0.317,-8.38,2948.891,110.65,70253.055,2636.076,17.622,65.061,0.566,6.577,1168.621,1699.51,63.77,31144.469,-4.045,-71.499,45206.629,1696.27,10.156,28.843,82.22,-1.069,-14.634,1006.336,10020.099,375.98,26819.475,59.877,24.837,-0.689,-15.977,1415.641,13785.564,517.27,37727.703,82.378,34.939,-47.01,-8.092,0.463,0.234,254.196,2544.334,95.47,6774.488,15.204,6.274,-0.262,-3.413,1297.276,79.685,2.99,34573.219,2.218,66.49,81659.219,3064.065,0.476,32.018,32.903,9.45,0,-2.223,-0.748,251.848,0,876.884,1.505,0,0.812,16734.455,4051.717,-0.941,-16.211,1161.445,11241.229,421.8,30953.215,67.174,28.665,7.449,0.708,10.754,107.668,4.04,286.607,0.643,0.265,-1.78,-1.897,86.659,861.615,32.33,2309.519,5.149,2.139
"Canada",2020,"CAN",37888704,,-6.024,-1.493,614.932,23.299,219.854,8.33,1.335,0.612,119.696,-12.795,-21.774,3916.867,148.405,905.019,34.29,-4.59,-15.357,8426.001,319.25,5.494,3.897,566.5,624.08,16.39,-6.022,-244.005,100497.281,,-9.417,-248.234,2697.11,102.19,63022.539,2387.842,16.375,62.711,-2.757,-32.213,1136.408,1723.997,65.32,29993.312,-2.366,-40.14,43710.391,1656.13,10.467,29.845,74.7,1.251,8.842,1015.178,10053.92,380.93,26793.693,61.039,26.661,0.474,4.229,1419.869,13774.29,521.89,37474.742,83.625,37.289,-57.58,-10.164,-2.967,-8.447,245.749,2445.32,92.65,6486.074,14.846,6.454,-14.973,-194.247,1103.03,68.094,2.58,29112.359,-4.342,-133.041,77358.781,2931.024,0.413,28.968,30.474,8.33,0,-7.383,-2.429,219.854,0,804.297,1.335,0,0.8,16471.4,3807.712,1.236,12.676,1174.12,11328.97,429.24,30988.668,68.78,30.835,4.917,0.487,11.242,111.907,4.24,296.7,0.679,0.295,8.787,7.269,93.928,943.289,35.74,2479.047,5.727,2.467
"Canada",2021,"CAN",38155012,,6.008,1.4,647.33,24.699,241.908,9.23,1.475,0.643,128.461,-6.907,-10.25,3620.895,138.155,964.749,36.81,5.414,17.284,8820.183,336.534,5.881,3.594,587.88,625.95,16.285,0.945,35.982,100738.891,,2.621,62.585,2932.249,111.88,64222.957,2450.428,17.874,63.752,2.932,33.323,1169.731,1894.64,72.29,30657.34,4.067,67.357,45170.664,1723.487,11.549,30.432,80.41,-0.97,-13.529,1001.649,9884.94,377.16,26252.096,60.254,26.06,-1.38,-26.604,1393.266,13473.197,514.07,36515.934,82.126,36.248,-38.07,-6.476,-5.669,-14.779,230.97,2289.608,87.36,6053.456,13.956,6.009,3.582,39.512,1142.541,72.861,2.78,29944.723,5.792,169.753,81267.891,3100.777,0.444,29.725,31.482,9.23,0,3.308,1.008,241.908,0,825.103,1.475,0,0.819,16405.445,3843.694,-0.469,-11.824,1162.296,11183.59,426.71,30462.479,68.17,30.239,20.704,2.278,13.519,133.927,5.11,354.328,0.816,0.352,-2.818,-2.981,90.947,922.815,35.21,2383.623,5.625,2.366
"Canada",2022,"CAN",38454328,,-4.875,-1.204,610.979,23.495,235.604,9.06,1.419,0.598,127.816,-22.382,-30.922,2788.582,107.233,1059.439,40.74,-2.677,-9.009,8517.256,327.525,6.381,2.73,596.39,638.42,16.251,2.207,84.812,102160.289,,2.38,58.33,2883.42,110.88,65239.922,2508.757,17.368,63.86,3.98,46.551,1216.283,1744.667,67.09,31629.277,7.35,126.676,48113.273,1850.164,10.509,30.96,81.6,4.087,37.133,1038.782,10207.174,392.51,27013.396,61.481,26.442,2.07,26.482,1419.748,13718.611,527.54,36920.363,82.632,36.14,-42.03,-7.047,-5.808,-14.209,216.76,2139.681,82.28,5636.829,12.888,5.518,3.737,42.7,1185.242,79.315,3.05,30822.062,2.762,85.65,82862.633,3186.427,0.478,30.17,27.197,9.06,0,-13.609,-4.284,235.604,0,707.266,1.419,0,0.692,16602.031,3928.505,3.655,40.691,1202.987,11578.931,445.26,31283.535,69.744,30.622,16.394,2.159,15.678,144.587,5.56,407.714,0.871,0.399,7.967,6.888,97.835,991.566,38.13,2544.18,5.973,2.49
"China",1982,"CHN",1013483200,2128598007808,,,,,,,,,,5.813,204.643,3675.283,3724.838,,,7.191,259.931,3822.988,3874.534,,74.843,,,,4.472,213.021,4910.659,2.338,4.085,186.701,,,4693.545,4756.829,,95.579,-6.358,-8.164,120.238,,,118.639,-6.358,-8.164,118.639,120.238,,2.416,,13.586,26.319,220.041,73.424,74.414,217.114,,4.421,13.586,26.319,220.041,73.424,74.414,217.114,,4.421,,,,0,0,0,0,0,,0,-1.061,-9.778,911.753,,,899.623,0.889,10.467,1171.855,1187.656,,18.32,0,0,,,0,0,,0,,,0,,4976.87,13.586,26.319,220.041,73.424,74.414,217.114,,4.421,,0,0,0,0,0,,0,,0,0,0,0,0,,0
"China",1983,"CHN",1029226880,2278862356480,,,,,,,,,,7.092,264.167,3875.729,3989.004,,,7.234,280.283,4036.833,4154.817,,75.297,,,,6.446,320.828,5147.26,2.325,5.998,285.335,,,4898.982,5042.164,,95.177,2.347,2.822,123.06,,,119.566,2.347,2.822,119.566,123.06,,2.323,,16.13,35.493,255.534,83.963,86.417,248.278,,4.823,16.13,35.493,255.534,83.963,86.417,248.278,,4.823,,,,0,0,0,0,0,,0,2.012,18.346,930.099,,,903.687,3.868,45.938,1198.564,1233.594,,17.557,0,0,,,0,0,,0,,,0,,5297.698,16.13,35.493,255.534,83.963,86.417,248.278,,4.823,,0,0,0,0,0,,0,,0,0,0,0,0,,0
"China",1984,"CHN",1044172224,2534000295936,,,,,,,,,,8.756,349.262,4154.742,4338.266,,,10.455,434.38,4395.058,4589.198,,76.309,,,,7.313,387.446,5444.643,2.244,7.661,386.27,,,5198.792,5428.434,,95.485,1.802,2.217,125.278,,,119.978,1.802,2.217,119.978,125.278,,2.204,,0.46,1.176,256.71,83.142,86.815,245.85,,4.515,0.46,1.176,256.71,83.142,86.815,245.85,,4.515,,,,0,0,0,0,0,,0,3.741,34.791,964.89,,,924.072,8.051,99.32,1276.527,1332.914,,16.972,0,0,,,0,0,,0,,,0,,5685.145,0.46,1.176,256.71,83.142,86.815,245.85,,4.515,,0,0,0,0,0,,0,,0,0,0,0,0,,0
"China",1985,"CHN",1060240000,2752673742848,,,,,,,,,,9.174,397.999,4467.163,4736.265,245.836,260.645,10.53,483.227,4784.223,5072.424,63.465,77.008,,410.69,6.677,8.183,465.227,5800.923,2.234,8.267,448.748,300.217,318.302,5543.256,5877.182,77.504,95.558,4.023,5.039,130.317,0.917,0.972,122.913,4.023,5.039,122.913,130.317,0.237,2.119,,6.419,16.479,273.189,87.138,92.388,257.667,22.496,4.442,6.419,16.479,273.189,87.138,92.388,257.667,22.496,4.442,,,,0,0,0,0,0,0,0,4.737,45.71,1010.6,53.464,56.685,953.181,8.978,119.673,1370.055,1452.587,13.802,16.432,0,0,,,0,0,,0,0,,0,387.356,6150.371,6.419,16.479,273.189,87.138,92.388,257.667,22.496,4.442,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
"China",1986,"CHN",1077770496,2931539050496,,,,,,,,,,4.543,215.159,4594.136,4951.424,277.991,299.61,2.488,126.186,4823.485,5198.61,66.65,76.836,,449.53,6.976,4.776,293.735,5979.108,2.198,4.889,287.345,329.366,354.981,5719.703,6164.527,78.967,95.661,6.419,8.365,138.682,1.571,1.693,128.675,6.419,8.365,128.675,138.682,0.377,2.152,,2.339,6.39,279.579,87.726,94.549,259.405,21.033,4.339,2.339,6.39,279.579,87.726,94.549,259.405,21.033,4.339,,,,0,0,0,0,0,0,0,6.315,63.82,1074.421,49.805,53.678,996.892,4.636,67.338,1410.249,1519.925,11.941,16.673,0,0,,,0,0,,0,0,,0,417.092,6444.106,2.339,6.39,279.579,87.726,94.549,259.405,21.033,4.339,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
"China",1987,"CHN",1096851840,3177306652672,,,,,,,,,,8.499,420.818,4897.874,5372.242,309.852,339.862,3.814,198.291,4920.355,5396.901,68.346,77.296,,497.267,7.155,7.854,506.133,6336.534,2.187,7.948,489.941,362.166,397.243,6066.88,6654.468,79.885,95.744,0.945,1.31,139.993,2.495,2.737,127.631,0.945,1.31,127.631,139.993,0.55,2.014,,5.791,16.191,295.771,91.192,100.024,269.654,20.115,4.256,5.791,16.191,295.771,91.192,100.024,269.654,20.115,4.256,,,,0,0,0,0,0,0,0,6.312,67.813,1142.234,49.819,54.644,1041.375,2.64,40.124,1422.296,1560.048,10.989,16.434,0,0,,,0,0,,0,0,,0,453.358,6950.239,5.791,16.191,295.771,91.192,100.024,269.654,20.115,4.256,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
"China",1988,"CHN",1115889792,3354463305728,,,,,,,,,,7.427,398.982,5171.858,5771.224,334.848,373.653,5.581,301.218,5106.345,5698.119,68.534,77.289,,545.21,7.301,7.437,516.873,6691.621,2.226,7.361,489.835,390.757,436.042,6402.337,7144.303,79.977,95.677,2.664,3.729,143.722,1.84,2.053,128.796,2.664,3.729,128.796,143.722,0.377,1.925,,9.142,27.038,322.809,97.83,109.168,289.284,20.023,4.323,9.142,27.038,322.809,97.83,109.168,289.284,20.023,4.323,,,,0,0,0,0,0,0,0,7.628,87.124,1229.358,54.07,60.336,1101.684,2.169,33.843,1428.359,1593.892,11.067,16.464,0,0,,,0,0,,0,0,,0,488.588,7467.112,9.142,27.038,322.809,97.83,109.168,289.284,20.023,4.323,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
"China",1989,"CHN",1134414720,3380560265216,,,,,,,,,,4.777,275.678,5330.416,6046.902,357.065,405.06,7.582,432.054,5403.82,6130.173,69.264,77.164,,584.81,7.463,4.946,369.325,6907.912,2.318,4.787,342,411.138,466.401,6599.265,7486.303,79.753,95.532,5.533,7.952,151.674,3.27,3.709,133.702,5.533,7.952,133.702,151.674,0.634,1.935,,8.465,27.325,350.134,104.379,118.409,308.647,20.247,4.468,8.465,27.325,350.134,104.379,118.409,308.647,20.247,4.468,,,,0,0,0,0,0,0,0,4.748,58.369,1287.727,50.803,57.632,1135.146,0.43,6.862,1411.083,1600.753,9.855,16.433,0,0,,,0,0,,0,0,,0,515.517,7836.437,8.465,27.325,350.134,104.379,118.409,308.647,20.247,4.468,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
"China",1990,"CHN",1153704192,3385121570816,,,,,,,,,,1.449,87.615,5317.235,6134.517,382.465,441.251,2.436,149.346,5442.919,6279.519,71.032,77.278,,621.2,7.825,1.299,101.812,6880.663,2.345,1.028,76.97,428.522,494.388,6555.643,7563.272,79.586,95.276,1.655,2.51,154.183,2.402,2.771,133.642,1.655,2.51,133.642,154.183,0.446,1.942,,7.039,24.646,374.781,109.858,126.744,324.85,20.403,4.721,7.097,24.842,374.977,109.917,126.812,325.02,20.414,4.724,,,,0,0,0,0,0,0,0,-1.022,-13.154,1274.572,43.656,50.366,1104.765,0.487,7.792,1394.244,1608.545,8.108,16.056,0.184,0.064,,,0.184,0.055,,0.16,0.01,,0.002,538.44,7938.249,7.097,24.842,374.977,109.917,126.812,325.02,20.414,4.724,,0.006,0.006,0.002,0.002,0.005,0,0,,0.006,0.006,0.002,0.002,0.005,0,0
"China",1991,"CHN",1170626176,3508947910656,,,,,,,,,,4.873,298.911,5495.714,6433.427,425.784,498.434,0.697,43.747,5401.61,6323.266,73.564,77.162,,677.55,8.126,5.031,399.361,7122.351,2.376,5.36,405.417,472.214,552.786,6807.203,7968.69,81.586,95.575,1.255,1.935,156.118,2.075,2.429,133.363,1.255,1.935,133.363,156.118,0.358,1.872,,-1.621,-6.077,368.704,106.515,124.689,314.963,18.403,4.422,-1.615,-6.056,368.921,106.579,124.764,315.148,18.414,4.425,,,,0,0,0,0,0,0,0,8.204,104.571,1379.144,44.355,51.923,1178.125,1.938,31.168,1400.715,1639.714,7.663,16.541,0.184,0.064,,0,0,0.055,,0.157,0.009,,0.002,578.793,8337.61,-1.615,-6.056,368.921,106.579,124.764,315.148,18.414,4.425,0,0,0.006,0.002,0.002,0.005,0,0,350,0.021,0.027,0.008,0.009,0.023,0.001,0
"China",1992,"CHN",1183813376,3755037425664,,,,,,,,,,4.633,298.069,5686.282,6731.497,479.239,567.33,2.664,168.483,5483.761,6491.75,75.249,76.724,,753.94,8.593,5.23,436.098,7411.395,2.337,5.244,417.86,526.271,623.007,7084.351,8386.55,82.633,95.587,1.937,3.024,159.142,2.084,2.467,134.432,1.937,3.024,134.432,159.142,0.327,1.814,,4.81,17.733,386.437,110.394,130.686,326.434,17.334,4.404,4.945,18.237,387.158,110.603,130.933,327.043,17.367,4.413,,,,0,0,0,0,0,0,0,8.467,116.768,1495.912,44.948,53.21,1263.638,0.745,12.211,1395.427,1651.925,7.058,17.05,0.323,0.113,,76.562,0.139,0.095,,0.273,0.015,,0.004,636.874,8773.708,4.945,18.237,387.158,110.603,130.933,327.043,17.367,4.413,50,0.003,0.009,0.003,0.003,0.007,0,0,1344.444,0.361,0.388,0.111,0.131,0.328,0.017,0.004
